學年度	學校代碼	學校名稱	日間／進修別	等級別	總計	男生計	女生計	一年級男	一年級女	二年級男	二年級女	三年級男	三年級女	四年級男	四年級女	五年級男	五年級女	六年級男	六年級女	七年級男	七年級女	延修生男	延修生女	縣市名稱	體系別
111	1041	明志科技大學	D 日	M 碩士	479	363	116	160	39	151	53	39	22	13	2	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1041	明志科技大學	N 職	M 碩士	22	17	5	5	3	8	2	4	0	0	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1041	明志科技大學	D 日	B 四技	3598	2577	1021	641	256	617	273	602	234	610	246	0	0	0	0	0	0	107	12	01 新北市	2 技職
111	1041	明志科技大學	N 修	B 四技	198	191	7	24	1	26	1	20	1	84	4	0	0	0	0	0	0	37	0	01 新北市	2 技職
111	1042	高苑科技大學	D 日	M 碩士	90	57	33	19	11	27	12	10	7	1	3	0	0	0	0	0	0	0	0	12 高雄市	2 技職
111	1042	高苑科技大學	N 職	M 碩士	110	84	26	37	14	41	11	5	0	0	0	1	1	0	0	0	0	0	0	12 高雄市	2 技職
111	1042	高苑科技大學	D 日	B 四技	1132	672	460	83	61	160	123	129	99	228	146	0	0	0	0	0	0	72	31	12 高雄市	2 技職
111	1042	高苑科技大學	N 修	B 四技	481	393	88	50	10	76	29	110	26	125	20	0	0	0	0	0	0	32	3	12 高雄市	2 技職
111	1042	高苑科技大學	N 修	C 二技	225	138	87	0	0	0	0	49	43	75	44	0	0	0	0	0	0	14	0	12 高雄市	2 技職
111	1042	高苑科技大學	N 修	2 二專	59	29	30	8	4	18	24	0	0	0	0	0	0	0	0	0	0	3	2	12 高雄市	2 技職
111	1042	高苑科技大學	D 日	5 五專	8	7	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12 高雄市	2 技職
111	1043	大仁科技大學	D 日	M 碩士	84	35	49	21	25	7	17	4	6	3	1	0	0	0	0	0	0	0	0	13 屏東縣	2 技職
111	1043	大仁科技大學	N 職	M 碩士	140	77	63	36	23	35	33	4	5	2	1	0	1	0	0	0	0	0	0	13 屏東縣	2 技職
111	1043	大仁科技大學	D 日	B 四技	2767	1314	1453	269	301	259	283	248	299	338	378	100	117	0	0	0	0	100	75	13 屏東縣	2 技職
111	1043	大仁科技大學	N 修	B 四技	120	74	46	23	9	16	15	6	9	21	12	0	0	0	0	0	0	8	1	13 屏東縣	2 技職
111	1043	大仁科技大學	N 修	C 二技	1322	455	867	0	0	0	0	213	418	210	423	0	0	0	0	0	0	32	26	13 屏東縣	2 技職
111	1043	大仁科技大學	N 修	2 二專	89	49	40	20	15	20	18	0	0	0	0	0	0	0	0	0	0	9	7	13 屏東縣	2 技職
111	1044	聖約翰科技大學	D 日	M 碩士	71	54	17	17	6	21	8	8	1	8	2	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1044	聖約翰科技大學	N 職	M 碩士	69	51	18	17	7	18	6	6	3	10	2	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1044	聖約翰科技大學	D 日	B 四技	594	381	213	31	14	52	23	53	40	167	101	0	0	0	0	0	0	78	35	01 新北市	2 技職
111	1044	聖約翰科技大學	N 修	B 四技	181	162	19	21	1	32	2	14	1	92	15	0	0	0	0	0	0	3	0	01 新北市	2 技職
111	1044	聖約翰科技大學	N 修	C 二技	57	45	12	0	0	0	0	14	5	27	6	0	0	0	0	0	0	4	1	01 新北市	2 技職
111	1044	聖約翰科技大學	N 修	2 二專	49	33	16	11	6	22	10	0	0	0	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1044	聖約翰科技大學	D 日	5 五專	98	79	19	0	0	0	0	5	3	31	6	34	8	0	0	0	0	9	2	01 新北市	2 技職
111	1045	嶺東科技大學	D 日	M 碩士	219	97	122	51	61	30	38	10	15	6	8	0	0	0	0	0	0	0	0	19 臺中市	2 技職
111	1045	嶺東科技大學	N 職	M 碩士	154	82	72	34	47	39	23	8	2	1	0	0	0	0	0	0	0	0	0	19 臺中市	2 技職
111	1045	嶺東科技大學	D 日	B 四技	6609	2467	4142	530	915	637	999	572	1029	609	1117	0	0	0	0	0	0	119	82	19 臺中市	2 技職
111	1045	嶺東科技大學	N 修	B 四技	2438	1310	1128	317	292	275	237	312	258	307	277	0	0	0	0	0	0	99	64	19 臺中市	2 技職
111	1045	嶺東科技大學	D 日	C 二技	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19 臺中市	2 技職
111	1045	嶺東科技大學	N 修	C 二技	45	4	41	0	0	0	0	4	41	0	0	0	0	0	0	0	0	0	0	19 臺中市	2 技職
111	1046	中國科技大學	D 日	M 碩士	185	104	81	40	30	36	27	17	14	11	10	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1046	中國科技大學	N 職	M 碩士	60	36	24	18	6	14	17	4	1	0	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1046	中國科技大學	D 日	B 四技	5409	2524	2885	486	615	646	709	535	619	694	807	0	0	0	0	0	0	163	135	30 臺北市	2 技職
111	1046	中國科技大學	N 修	B 四技	994	589	405	155	114	130	75	103	88	141	94	0	0	0	0	0	0	60	34	30 臺北市	2 技職
111	1046	中國科技大學	D 日	C 二技	7	2	5	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1046	中國科技大學	N 修	C 二技	656	327	329	0	0	0	0	166	152	149	173	0	0	0	0	0	0	12	4	30 臺北市	2 技職
111	1046	中國科技大學	N 修	2 二專	307	159	148	80	79	60	59	0	0	0	0	0	0	0	0	0	0	19	10	30 臺北市	2 技職
111	1047	中臺科技大學	D 日	D 博士	8	4	4	0	1	2	1	1	0	0	0	0	1	0	0	1	1	0	0	19 臺中市	2 技職
111	1047	中臺科技大學	D 日	M 碩士	119	35	84	17	36	13	30	3	8	1	7	1	3	0	0	0	0	0	0	19 臺中市	2 技職
111	1047	中臺科技大學	N 職	M 碩士	271	55	216	17	76	20	71	8	32	8	25	2	12	0	0	0	0	0	0	19 臺中市	2 技職
111	1047	中臺科技大學	D 日	B 四技	3752	1580	2172	262	442	378	483	381	480	422	647	0	0	0	0	0	0	137	120	19 臺中市	2 技職
111	1047	中臺科技大學	N 修	B 四技	1363	487	876	108	171	98	202	119	199	114	205	12	62	0	0	0	0	36	37	19 臺中市	2 技職
111	1047	中臺科技大學	D 日	C 二技	575	102	473	0	0	0	0	54	235	46	237	0	0	0	0	0	0	2	1	19 臺中市	2 技職
111	1047	中臺科技大學	N 修	C 二技	819	100	719	0	0	0	0	52	408	26	261	21	45	0	0	0	0	1	5	19 臺中市	2 技職
111	1047	中臺科技大學	D 日	2 二專	14	5	9	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	19 臺中市	2 技職
111	1048	亞洲大學	D 日	D 博士	230	138	92	33	23	21	20	23	15	22	12	15	11	11	7	13	4	0	0	06 臺中市	1 一般
111	1048	亞洲大學	D 日	M 碩士	631	229	402	93	192	55	104	48	62	33	44	0	0	0	0	0	0	0	0	06 臺中市	1 一般
111	1048	亞洲大學	N 職	M 碩士	420	193	227	119	123	47	72	24	17	3	15	0	0	0	0	0	0	0	0	06 臺中市	1 一般
111	1048	亞洲大學	D 日	B 學士	9079	3211	5868	708	1369	775	1473	772	1450	747	1424	0	0	0	0	0	0	209	152	06 臺中市	1 一般
111	1048	亞洲大學	P 進	B 學士	553	238	315	43	68	54	71	56	70	53	66	0	0	0	0	0	0	32	40	06 臺中市	1 一般
111	1049	開南大學	D 日	M 碩士	228	84	144	37	68	17	35	16	18	12	22	2	1	0	0	0	0	0	0	03 桃園市	1 一般
111	1049	開南大學	N 職	M 碩士	299	174	125	92	72	33	33	18	7	14	3	9	4	8	5	0	1	0	0	03 桃園市	1 一般
111	1049	開南大學	D 日	B 學士	3249	1602	1647	363	312	313	355	374	393	392	448	0	0	0	0	0	0	160	139	03 桃園市	1 一般
111	1049	開南大學	P 進	B 學士	1002	558	444	144	141	108	83	132	105	139	95	0	0	0	0	0	0	35	20	03 桃園市	1 一般
111	1050	佛光大學	D 日	D 博士	64	20	44	3	6	0	7	4	6	3	6	4	9	3	7	3	3	0	0	02 宜蘭縣	1 一般
111	1050	佛光大學	D 日	M 碩士	433	183	250	80	102	43	56	23	36	35	52	1	2	1	2	0	0	0	0	02 宜蘭縣	1 一般
111	1050	佛光大學	N 職	M 碩士	102	56	46	29	30	14	7	4	1	0	2	9	6	0	0	0	0	0	0	02 宜蘭縣	1 一般
111	1050	佛光大學	D 日	B 學士	2469	1169	1300	261	286	268	320	279	314	271	327	0	0	0	0	0	0	90	53	02 宜蘭縣	1 一般
111	1051	台南應用科技大學	D 日	M 碩士	94	32	62	17	24	12	27	3	9	0	2	0	0	0	0	0	0	0	0	11 臺南市	2 技職
111	1051	台南應用科技大學	N 職	M 碩士	104	23	81	8	28	10	32	2	12	3	6	0	3	0	0	0	0	0	0	11 臺南市	2 技職
111	1051	台南應用科技大學	D 日	B 四技	7044	2084	4960	398	1061	540	1262	489	1231	568	1316	0	0	0	0	0	0	89	90	11 臺南市	2 技職
111	1051	台南應用科技大學	N 修	B 四技	1957	733	1224	149	245	119	192	171	304	211	363	35	81	0	0	0	0	48	39	11 臺南市	2 技職
111	1051	台南應用科技大學	D 日	C 二技	450	82	368	0	0	0	0	41	153	36	182	0	0	0	0	0	0	5	33	11 臺南市	2 技職
111	1051	台南應用科技大學	N 修	C 二技	169	17	152	0	0	0	0	7	71	5	71	0	0	0	0	0	0	5	10	11 臺南市	2 技職
111	1051	台南應用科技大學	D 日	5 五專	902	221	681	40	131	41	130	47	133	47	144	46	143	0	0	0	0	0	0	11 臺南市	2 技職
111	1052	遠東科技大學	D 日	M 碩士	228	121	107	52	52	52	47	11	8	6	0	0	0	0	0	0	0	0	0	11 臺南市	2 技職
111	1052	遠東科技大學	N 職	M 碩士	38	36	2	9	0	8	1	9	1	5	0	4	0	1	0	0	0	0	0	11 臺南市	2 技職
111	1052	遠東科技大學	D 日	B 四技	1796	1295	501	232	83	197	69	307	123	405	180	0	0	0	0	0	0	154	46	11 臺南市	2 技職
111	1052	遠東科技大學	N 修	B 四技	375	293	82	60	14	51	15	50	21	113	24	0	0	0	0	0	0	19	8	11 臺南市	2 技職
111	1052	遠東科技大學	N 修	C 二技	302	184	118	0	0	0	0	99	44	80	71	0	0	0	0	0	0	5	3	11 臺南市	2 技職
111	1052	遠東科技大學	N 修	2 二專	193	135	58	88	25	41	32	0	0	0	0	0	0	0	0	0	0	6	1	11 臺南市	2 技職
111	1053	元培醫事科技大學	D 日	D 博士	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	18 新竹市	2 技職
111	1053	元培醫事科技大學	D 日	M 碩士	245	101	144	36	61	37	42	21	29	7	12	0	0	0	0	0	0	0	0	18 新竹市	2 技職
111	1053	元培醫事科技大學	N 職	M 碩士	41	12	29	7	10	5	12	0	1	0	6	0	0	0	0	0	0	0	0	18 新竹市	2 技職
111	1053	元培醫事科技大學	D 日	B 四技	3035	1265	1770	214	310	285	450	279	431	343	475	0	0	0	0	0	0	144	104	18 新竹市	2 技職
111	1053	元培醫事科技大學	N 修	B 四技	1187	582	605	82	117	93	126	150	154	200	172	0	0	0	0	0	0	57	36	18 新竹市	2 技職
111	1053	元培醫事科技大學	D 日	C 二技	102	7	95	0	0	0	0	2	49	5	46	0	0	0	0	0	0	0	0	18 新竹市	2 技職
111	1053	元培醫事科技大學	N 修	C 二技	448	93	355	0	0	0	0	27	117	63	231	0	0	0	0	0	0	3	7	18 新竹市	2 技職
111	1054	景文科技大學	D 日	M 碩士	7	5	2	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1054	景文科技大學	N 職	M 碩士	57	36	21	16	8	14	11	4	2	2	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1054	景文科技大學	D 日	B 四技	4206	1905	2301	434	488	380	459	421	513	519	739	0	0	0	0	0	0	151	102	01 新北市	2 技職
111	1054	景文科技大學	N 修	B 四技	686	371	315	143	104	50	45	45	50	103	98	0	0	0	0	0	0	30	18	01 新北市	2 技職
111	1054	景文科技大學	D 日	C 二技	22	12	10	0	0	0	0	3	2	9	7	0	0	0	0	0	0	0	1	01 新北市	2 技職
111	1054	景文科技大學	N 修	C 二技	285	160	125	0	0	0	0	68	61	83	59	0	0	0	0	0	0	9	5	01 新北市	2 技職
111	1054	景文科技大學	N 修	2 二專	79	44	35	17	16	24	15	0	0	0	0	0	0	0	0	0	0	3	4	01 新北市	2 技職
111	1055	中華醫事科技大學	D 日	M 碩士	100	44	56	26	24	13	21	5	9	0	2	0	0	0	0	0	0	0	0	11 臺南市	2 技職
111	1055	中華醫事科技大學	N 職	M 碩士	23	11	12	6	8	3	3	2	1	0	0	0	0	0	0	0	0	0	0	11 臺南市	2 技職
111	1055	中華醫事科技大學	D 日	B 四技	2468	840	1628	187	313	173	365	210	390	221	505	0	0	0	0	0	0	49	55	11 臺南市	2 技職
111	1055	中華醫事科技大學	N 修	B 四技	516	247	269	76	68	53	67	40	50	59	72	0	0	0	0	0	0	19	12	11 臺南市	2 技職
111	1055	中華醫事科技大學	D 日	C 二技	851	167	684	0	0	0	0	84	347	78	331	0	0	0	0	0	0	5	6	11 臺南市	2 技職
111	1055	中華醫事科技大學	N 修	C 二技	773	217	556	0	0	0	0	126	301	86	244	0	0	0	0	0	0	5	11	11 臺南市	2 技職
111	1055	中華醫事科技大學	N 修	2 二專	77	34	43	16	24	16	18	0	0	0	0	0	0	0	0	0	0	2	1	11 臺南市	2 技職
111	1055	中華醫事科技大學	D 日	5 五專	3110	666	2444	129	505	127	509	154	538	120	440	117	405	0	0	0	0	19	47	11 臺南市	2 技職
111	1056	東南科技大學	D 日	M 碩士	131	80	51	37	15	38	31	5	3	0	2	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1056	東南科技大學	N 職	M 碩士	60	53	7	28	6	22	1	2	0	1	0	0	0	0	0	0	0	0	0	01 新北市	2 技職
111	1056	東南科技大學	D 日	B 四技	3645	2320	1325	551	326	470	279	492	289	644	347	0	0	0	0	0	0	163	84	01 新北市	2 技職
111	1056	東南科技大學	N 修	B 四技	540	382	158	80	48	91	40	74	32	119	32	0	0	0	0	0	0	18	6	01 新北市	2 技職
111	1057	德明財經科技大學	D 日	M 碩士	41	21	20	7	8	9	8	3	4	2	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1057	德明財經科技大學	N 職	M 碩士	26	15	11	9	7	2	4	1	0	3	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1057	德明財經科技大學	D 日	B 四技	5805	2487	3318	458	617	557	744	557	717	630	952	0	0	0	0	0	0	285	288	30 臺北市	2 技職
111	1057	德明財經科技大學	N 修	B 四技	320	170	150	32	32	24	25	43	33	52	45	0	0	0	0	0	0	19	15	30 臺北市	2 技職
111	1057	德明財經科技大學	D 日	C 二技	87	30	57	0	0	0	0	6	27	24	28	0	0	0	0	0	0	0	2	30 臺北市	2 技職
111	1057	德明財經科技大學	N 修	C 二技	146	47	99	0	0	0	0	24	50	23	48	0	0	0	0	0	0	0	1	30 臺北市	2 技職
111	1058	明道大學	D 日	D 博士	30	17	13	2	3	4	1	1	4	4	1	3	3	1	1	2	0	0	0	07 彰化縣	1 一般
111	1058	明道大學	D 日	M 碩士	144	74	70	27	33	17	22	20	7	8	7	1	0	1	1	0	0	0	0	07 彰化縣	1 一般
111	1058	明道大學	N 職	M 碩士	41	11	30	4	19	4	7	2	2	1	2	0	0	0	0	0	0	0	0	07 彰化縣	1 一般
111	1058	明道大學	D 日	B 學士	793	427	366	24	13	50	63	104	111	205	167	0	0	0	0	0	0	44	12	07 彰化縣	1 一般
111	1058	明道大學	P 進	B 學士	368	256	112	67	29	48	25	66	17	67	35	0	0	0	0	0	0	8	6	07 彰化縣	1 一般
111	1060	南開科技大學	D 日	M 碩士	73	38	35	13	18	15	15	8	1	2	1	0	0	0	0	0	0	0	0	08 南投縣	2 技職
111	1060	南開科技大學	N 職	M 碩士	51	19	32	8	13	8	16	2	2	1	1	0	0	0	0	0	0	0	0	08 南投縣	2 技職
111	1060	南開科技大學	D 日	B 四技	1475	1045	430	202	73	176	87	281	91	305	155	0	0	0	0	0	0	81	24	08 南投縣	2 技職
111	1060	南開科技大學	N 修	B 四技	574	422	152	103	30	96	27	86	41	107	50	0	0	0	0	0	0	30	4	08 南投縣	2 技職
111	1060	南開科技大學	N 修	C 二技	217	88	129	0	0	0	0	29	68	57	61	0	0	0	0	0	0	2	0	08 南投縣	2 技職
111	1060	南開科技大學	N 修	2 二專	53	28	25	7	13	16	11	0	0	0	0	0	0	0	0	0	0	5	1	08 南投縣	2 技職
111	1060	南開科技大學	D 日	5 五專	341	297	44	35	2	54	9	64	7	60	15	74	11	0	0	0	0	10	0	08 南投縣	2 技職
111	1061	中華科技大學	D 日	M 碩士	197	131	66	56	35	57	30	13	1	5	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1061	中華科技大學	N 職	M 碩士	98	77	21	36	7	37	13	2	0	2	1	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1061	中華科技大學	D 日	B 四技	2335	1663	672	270	121	331	145	394	144	528	220	0	0	0	0	0	0	140	42	30 臺北市	2 技職
111	1061	中華科技大學	N 修	B 四技	660	528	132	153	38	115	29	115	29	128	35	0	0	0	0	0	0	17	1	30 臺北市	2 技職
111	1061	中華科技大學	D 日	C 二技	30	7	23	0	0	0	0	7	23	0	0	0	0	0	0	0	0	0	0	30 臺北市	2 技職
111	1061	中華科技大學	N 修	C 二技	445	267	178	0	0	0	0	204	135	62	42	0	0	0	0	0	0	1	1	30 臺北市	2 技職
111	1061	中華科技大學	N 修	2 二專	121	80	41	41	27	37	11	0	0	0	0	0	0	0	0	0	0	2	3	30 臺北市	2 技職
111	1062	僑光科技大學	D 日	M 碩士	54	23	31	17	15	6	15	0	1	0	0	0	0	0	0	0	0	0	0	19 臺中市	2 技職
111	1062	僑光科技大學	N 職	M 碩士	33	17	16	11	11	6	5	0	0	0	0	0	0	0	0	0	0	0	0	19 臺中市	2 技職
111	1062	僑光科技大學	D 日	B 四技	5271	2323	2948	526	569	592	750	560	705	583	867	0	0	0	0	0	0	62	57	19 臺中市	2 技職
111	1062	僑光科技大學	N 修	B 四技	3542	2131	1411	538	313	458	282	464	313	517	410	0	0	0	0	0	0	154	93	19 臺中市	2 技職
111	1063	育達科技大學	D 日	M 碩士	150	58	92	27	50	17	31	5	3	9	8	0	0	0	0	0	0	0	0	05 苗栗縣	2 技職
111	1063	育達科技大學	N 職	M 碩士	175	95	80	50	38	19	31	14	4	12	7	0	0	0	0	0	0	0	0	05 苗栗縣	2 技職
111	1063	育達科技大學	D 日	B 四技	1262	673	589	128	150	124	121	123	122	203	133	0	0	0	0	0	0	95	63	05 苗栗縣	2 技職
111	1063	育達科技大學	N 修	B 四技	745	440	305	118	78	105	70	74	65	113	81	0	0	0	0	0	0	30	11	05 苗栗縣	2 技職
111	1063	育達科技大學	N 修	C 二技	1102	361	741	0	0	0	0	193	364	147	354	0	0	0	0	0	0	21	23	05 苗栗縣	2 技職
111	1064	美和科技大學	D 日	M 碩士	147	57	90	24	39	21	27	7	15	5	8	0	1	0	0	0	0	0	0	13 屏東縣	2 技職
111	1064	美和科技大學	N 職	M 碩士	201	36	165	11	39	11	50	8	16	5	59	1	1	0	0	0	0	0	0	13 屏東縣	2 技職
111	1064	美和科技大學	D 日	B 四技	1694	716	978	151	172	161	229	158	230	214	304	0	0	0	0	0	0	32	43	13 屏東縣	2 技職
111	1064	美和科技大學	N 修	B 四技	423	140	283	34	65	32	64	34	81	28	54	0	0	0	0	0	0	12	19	13 屏東縣	2 技職
111	1064	美和科技大學	D 日	C 二技	193	23	170	0	0	0	0	5	73	18	96	0	0	0	0	0	0	0	1	13 屏東縣	2 技職
111	1064	美和科技大學	N 修	C 二技	1110	224	886	0	0	0	0	121	431	95	441	0	0	0	0	0	0	8	14	13 屏東縣	2 技職
111	1064	美和科技大學	N 修	2 二專	109	58	51	30	25	24	25	0	0	0	0	0	0	0	0	0	0	4	1	13 屏東縣	2 技職
111	1064	美和科技大學	D 日	5 五專	1625	229	1396	54	301	44	253	41	268	46	271	36	255	0	0	0	0	8	48	13 屏東縣	2 技職
111	1065	吳鳳科技大學	D 日	M 碩士	48	38	10	19	1	14	7	3	0	1	2	0	0	1	0	0	0	0	0	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 職	M 碩士	63	44	19	27	8	15	11	2	0	0	0	0	0	0	0	0	0	0	0	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	D 日	B 四技	2650	1754	896	344	197	438	205	376	225	556	248	0	0	0	0	0	0	40	21	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 修	B 四技	610	453	157	90	38	108	26	98	45	134	41	0	0	0	0	0	0	23	7	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 修	C 二技	764	355	409	0	0	0	0	195	197	157	205	0	0	0	0	0	0	3	7	10 嘉義縣	2 技職
111	1065	吳鳳科技大學	N 修	2 二專	206	111	95	51	50	57	45	0	0	0	0	0	0	0	0	0	0	3	0	10 嘉義縣	2 技職
111	1066	環球科技大學	D 日	M 碩士	99	43	56	13	22	15	17	10	10	5	7	0	0	0	0	0	0	0	0	09 雲林縣	2 技職
111	1066	環球科技大學	N 職	M 碩士	64	22	42	8	12	7	18	4	9	0	3	3	0	0	0	0	0	0	0	09 雲林縣	2 技職
111	1066	環球科技大學	D 日	B 四技	1265	622	643	96	83	113	77	132	164	215	268	0	0	0	0	0	0	66	51	09 雲林縣	2 技職
111	1066	環球科技大學	N 修	B 四技	323	187	136	61	22	27	13	35	41	54	48	0	0	0	0	0	0	10	12	09 雲林縣	2 技職
111	1066	環球科技大學	N 修	C 二技	256	86	170	0	0	0	0	36	81	42	85	0	0	0	0	0	0	8	4	09 雲林縣	2 技職
111	1066	環球科技大學	N 修	2 二專	104	67	37	19	19	46	18	0	0	0	0	0	0	0	0	0	0	2	0	09 雲林縣	2 技職
111	1067	台灣首府大學	D 日	M 碩士	33	9	24	1	4	4	14	2	5	2	1	0	0	0	0	0	0	0	0	11 臺南市	1 一般
111	1067	台灣首府大學	D 日	B 學士	223	102	121	0	0	6	10	13	20	56	84	0	0	0	0	0	0	27	7	11 臺南市	1 一般
111	1067	台灣首府大學	P 進	B 學士	81	46	35	0	0	8	10	11	9	15	16	0	0	0	0	0	0	12	0	11 臺南市	1 一般
111	1068	中州科技大學	N 職	M 碩士	5	2	3	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	07 彰化縣	2 技職
111	1068	中州科技大學	D 日	B 四技	288	183	105	0	0	15	12	50	15	98	70	0	0	0	0	0	0	20	8	07 彰化縣	2 技職
111	1068	中州科技大學	N 修	B 四技	294	210	84	0	0	35	16	77	27	64	29	0	0	0	0	0	0	34	12	07 彰化縣	2 技職
111	1068	中州科技大學	N 修	C 二技	290	79	211	0	0	0	0	0	0	74	206	0	0	0	0	0	0	5	5	07 彰化縣	2 技職
111	1068	中州科技大學	N 修	2 二專	30	1	29	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	4	07 彰化縣	2 技職
111	1069	修平科技大學	D 日	M 碩士	90	50	40	23	23	20	15	5	0	2	2	0	0	0	0	0	0	0	0	06 臺中市	2 技職
111	1069	修平科技大學	N 職	M 碩士	61	44	17	21	10	20	7	3	0	0	0	0	0	0	0	0	0	0	0	06 臺中市	2 技職
